96 documents , 1 concepts , 562 context features (17483) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 15, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 1000


map[]

===============  per type  ===============
1.8225816677797543e-19   T=0,K=0:  45996 (0.156) ; nlsj3705 (0.093) ; 100495 (0.043) ; 112367 (0.031) ; 116416 (0.027) ; 35165 (0.027) ; nlsj2087 (0.021) ; 75152 (0.019) ; 68641 (0.017) ; 104421 (0.017) ; 
3.6061196761002836e-19   T=1,K=0:  45996 (0.133) ; nlsj3705 (0.088) ; 100495 (0.044) ; nlsj2087 (0.038) ; 75152 (0.031) ; 112367 (0.028) ; 103823 (0.027) ; 116416 (0.025) ; 35165 (0.022) ; 104421 (0.022) ; 
5.967817685050254e-22   T=2,K=0:  nlsj3705 (0.106) ; 45996 (0.097) ; 100495 (0.044) ; 35165 (0.029) ; 104421 (0.028) ; 103823 (0.027) ; 75152 (0.023) ; nlsj2087 (0.022) ; 112367 (0.022) ; 85665 (0.021) ; 
3.9324597393806653e-10   T=3,K=0:  45996 (0.079) ; nlsj3705 (0.063) ; 35165 (0.045) ; 104421 (0.033) ; 100495 (0.030) ; 116416 (0.029) ; 103823 (0.027) ; 112367 (0.026) ; 85665 (0.021) ; 61265 (0.020) ; 
0.10839452415366521   T=4,K=0:  nlsj3705 (0.070) ; 45996 (0.055) ; 100495 (0.051) ; 85665 (0.032) ; 35165 (0.031) ; 61265 (0.031) ; 68641 (0.029) ; 103823 (0.027) ; 116416 (0.025) ; nlsj2087 (0.021) ; 
2.2900273758382643e-05   T=5,K=0:  nlsj3705 (0.065) ; 100495 (0.051) ; 45996 (0.048) ; 116416 (0.042) ; 68641 (0.036) ; 85665 (0.033) ; 35165 (0.030) ; 103823 (0.027) ; 3630 (0.025) ; 109013 (0.023) ; 
2.475045660443223e-08   T=6,K=0:  nlsj3705 (0.059) ; 100495 (0.049) ; 68641 (0.039) ; 45996 (0.039) ; 116416 (0.035) ; 109013 (0.032) ; 103823 (0.028) ; 85665 (0.026) ; 3630 (0.025) ; 35165 (0.024) ; 
0.07995078171150818   T=7,K=0:  nlsj3705 (0.056) ; 116416 (0.046) ; 84365 (0.045) ; 100495 (0.035) ; 3630 (0.033) ; 103823 (0.032) ; 46123 (0.031) ; 68641 (0.029) ; 104421 (0.027) ; 35165 (0.026) ; 
0.1085432672788841   T=8,K=0:  84365 (0.066) ; 116416 (0.054) ; 100495 (0.049) ; nlsj3705 (0.041) ; 35165 (0.039) ; 3630 (0.028) ; 103823 (0.027) ; 105829 (0.024) ; 46123 (0.024) ; 104639 (0.024) ; 
0.0889494602988457   T=9,K=0:  100495 (0.078) ; 84365 (0.067) ; 116416 (0.055) ; 3630 (0.035) ; 46123 (0.033) ; 35165 (0.031) ; 104421 (0.029) ; 61265 (0.029) ; 103823 (0.028) ; 68641 (0.028) ; 
0.00020734274950838722   T=10,K=0:  100495 (0.086) ; 84365 (0.064) ; 116416 (0.056) ; 3630 (0.046) ; 68641 (0.044) ; 35165 (0.038) ; 61265 (0.026) ; 103823 (0.025) ; 105829 (0.024) ; 104639 (0.022) ; 
6.912237843001159e-08   T=11,K=0:  84365 (0.080) ; 100495 (0.079) ; 68641 (0.072) ; 3630 (0.051) ; 116416 (0.043) ; 35165 (0.034) ; 105829 (0.029) ; 46123 (0.027) ; 104421 (0.023) ; 103823 (0.019) ; 
