1340 documents , 1 concepts , 4188 context features (21920) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 1000


map[]

===============  per type  ===============
0.0066857972670658385   T=0,K=0:   (0.021) ; 75552 (0.019) ; 19546 (0.016) ; 63772 (0.015) ; 110243 (0.015) ; 2654 (0.014) ; 97179 (0.014) ; nlsj14967 (0.014) ; 104429 (0.012) ; 4958 (0.012) ; 
0.019263218359688892   T=1,K=0:  75552 (0.026) ;  (0.025) ; 19546 (0.018) ; 2654 (0.014) ; 63772 (0.013) ; 104429 (0.013) ; nlsj9629 (0.011) ; 110243 (0.011) ; 103972 (0.011) ; nlsj96033 (0.010) ; 
0.05390496286236804   T=2,K=0:  19546 (0.035) ; 75552 (0.021) ; 2654 (0.018) ; 104429 (0.014) ; 103972 (0.014) ; nlsj96033 (0.013) ; 63772 (0.012) ; 84494 (0.012) ; 8909 (0.010) ; 22209 (0.010) ; 
0.07727766866262697   T=3,K=0:  19546 (0.032) ; nlsj96033 (0.019) ; 84494 (0.016) ; 75552 (0.016) ; 2654 (0.013) ; 63772 (0.012) ;  (0.011) ; 4958 (0.010) ; 76335 (0.009) ; 22209 (0.008) ; 
0.02576787705416106   T=4,K=0:  19546 (0.026) ; 75552 (0.016) ; 84494 (0.015) ; 63772 (0.011) ;  (0.011) ; 2654 (0.011) ; nlsj10511 (0.010) ; nlsj96033 (0.010) ; 104429 (0.009) ; 4958 (0.009) ; 
0.07411105383582446   T=5,K=0:  19546 (0.030) ; 75552 (0.018) ; 84494 (0.015) ; 4958 (0.014) ; nlsj14967 (0.014) ; 63772 (0.011) ;  (0.011) ; 8909 (0.010) ; 23069 (0.010) ; 76335 (0.010) ; 
0.1111260189818012   T=6,K=0:  19546 (0.019) ; 84494 (0.019) ;  (0.018) ; nlsj96033 (0.013) ; 22209 (0.012) ; 104429 (0.010) ; 63772 (0.010) ; 75552 (0.010) ; 85306 (0.009) ; 2654 (0.009) ; 
0.09715940212791661   T=7,K=0:  84494 (0.019) ; 19546 (0.017) ;  (0.015) ; nlsj96033 (0.013) ; 89366 (0.011) ; 22209 (0.011) ; 63772 (0.011) ; 8665 (0.010) ; 85306 (0.008) ; 75552 (0.008) ; 
0.07115995205472982   T=8,K=0:  19546 (0.020) ; nlsj96033 (0.016) ; 8665 (0.014) ; 84494 (0.012) ; 89366 (0.011) ; 45996 (0.011) ; 85306 (0.010) ; 63772 (0.010) ; 8909 (0.009) ; 75552 (0.009) ; 
0.1294122302996309   T=9,K=0:  19546 (0.017) ; 8909 (0.015) ; 8665 (0.013) ; 75552 (0.013) ; 84494 (0.013) ; nlsj96033 (0.009) ; 112794 (0.008) ; 85306 (0.007) ; nlsj9629 (0.007) ; 58790 (0.007) ; 
0.0632835306010242   T=10,K=0:  19546 (0.022) ; 84494 (0.015) ; 8665 (0.012) ; 75552 (0.011) ; 22209 (0.009) ; 58790 (0.008) ; 8909 (0.008) ; nlsj96033 (0.008) ; nlsj9629 (0.008) ; 112794 (0.007) ; 
0.05204499742025653   T=11,K=0:  19546 (0.024) ; 8665 (0.015) ; 84494 (0.015) ; 8909 (0.014) ; nlsj9629 (0.012) ; 89366 (0.010) ; nlsj96033 (0.009) ; 75552 (0.008) ; nlsj10511 (0.008) ; 112794 (0.008) ; 
0.02931741163390702   T=12,K=0:  8665 (0.023) ; 19546 (0.021) ; 8909 (0.013) ; 89366 (0.013) ; 11583 (0.012) ; 84494 (0.010) ; nlsj9629 (0.010) ; nlsj96033 (0.010) ; 48291 (0.010) ; nlsj14967 (0.009) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=0:  19546 (0.023) ; 75552 (0.014) ; 84494 (0.014) ;  (0.012) ; nlsj96033 (0.011) ; 8909 (0.010) ; 8665 (0.010) ; 63772 (0.009) ; 2654 (0.009) ; 22209 (0.009) ; 

0.04292921119597725   T=0,K=1:  21920 (0.023) ; 31236 (0.020) ; 108676 (0.015) ; 95100 (0.015) ; 72627 (0.013) ; 63772 (0.012) ; 106974 (0.011) ; 57466 (0.010) ; 22209 (0.010) ; 19972 (0.010) ; 
