1606 documents , 1 concepts , 2924 context features (51148) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 7, dT 200, I 10


map[]

===============  per type  ===============
0.09029407625437295   T=0,K=0:   (0.056) ; 31236 (0.039) ; 45996 (0.037) ; 61791 (0.023) ; 65552 (0.020) ; 68641 (0.016) ; 83756 (0.015) ; 84234 (0.012) ; 58429 (0.009) ; 90504 (0.009) ; 
0.0914942377512585   T=1,K=0:   (0.077) ; 68641 (0.034) ; 31236 (0.027) ; 45996 (0.025) ; 83756 (0.021) ; 65552 (0.020) ; 61791 (0.017) ; 84234 (0.010) ; 24847 (0.007) ; 90504 (0.007) ; 
0.08616678771627477   T=2,K=0:   (0.052) ; 31236 (0.024) ; 83756 (0.021) ; 45996 (0.021) ; 68641 (0.019) ; 61791 (0.017) ; 65552 (0.014) ; 24847 (0.012) ; 22209 (0.010) ; 84234 (0.010) ; 
0.10155332845518543   T=3,K=0:   (0.028) ; 31236 (0.027) ; 83756 (0.017) ; 45996 (0.017) ; 65552 (0.013) ; 22209 (0.013) ; 105829 (0.012) ; 84234 (0.012) ; 61791 (0.011) ; 68641 (0.010) ; 
0.134347820730966   T=4,K=0:   (0.024) ; 45996 (0.021) ; 22209 (0.019) ; 65552 (0.015) ; 105829 (0.014) ; 1093 (0.014) ; 31236 (0.013) ; 61791 (0.011) ; 83756 (0.011) ; 84234 (0.010) ; 
0.10506334613454865   T=5,K=0:   (0.020) ; 45996 (0.018) ; 1093 (0.017) ; 84234 (0.015) ; 105829 (0.015) ; 22209 (0.015) ; 31236 (0.015) ; 61791 (0.012) ; 65552 (0.011) ; 43206 (0.009) ; 
0.06224754612171774   T=6,K=0:  1093 (0.023) ; 31236 (0.022) ; 84234 (0.019) ;  (0.017) ; 45996 (0.016) ; 65552 (0.014) ; 61791 (0.013) ; 22209 (0.012) ; 83756 (0.010) ; 105829 (0.009) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=0:   (0.039) ; 31236 (0.024) ; 45996 (0.022) ; 65552 (0.015) ; 68641 (0.015) ; 61791 (0.015) ; 83756 (0.015) ; 84234 (0.012) ; 22209 (0.011) ; 1093 (0.011) ; 

0.10451179964242731   T=0,K=1:  45996 (0.112) ; 84234 (0.050) ; 85306 (0.042) ; 28592 (0.040) ; 31236 (0.038) ; 61791 (0.036) ; 31607 (0.016) ; 104655 (0.013) ; 63772 (0.012) ; 66494 (0.010) ; 
0.10654244287946903   T=1,K=1:  45996 (0.080) ; 84234 (0.053) ; 31236 (0.038) ; 61791 (0.036) ; 85306 (0.035) ; 63772 (0.030) ; 28592 (0.029) ; 31607 (0.026) ; 104655 (0.014) ; 66494 (0.010) ; 
0.11843623441232586   T=2,K=1:  45996 (0.115) ; 84234 (0.084) ; 31236 (0.040) ; 63772 (0.034) ; 61791 (0.033) ; 31607 (0.033) ; 85306 (0.023) ; 28592 (0.023) ; 66494 (0.013) ; 104655 (0.011) ; 
0.11059591980493814   T=3,K=1:  84234 (0.037) ; 45996 (0.034) ; 61791 (0.028) ; 31236 (0.027) ; 31607 (0.020) ; 28592 (0.020) ; 85306 (0.018) ; 63772 (0.018) ; 22209 (0.012) ; 66342 (0.008) ; 
0.12079965246377308   T=4,K=1:  45996 (0.024) ; 84234 (0.018) ; 61791 (0.015) ; 85306 (0.013) ; 31607 (0.013) ; 31236 (0.012) ; 63772 (0.011) ;  (0.011) ; 22209 (0.009) ; 28592 (0.007) ; 
0.11443163499540757   T=5,K=1:  45996 (0.024) ; 84234 (0.019) ; 31607 (0.014) ; 85306 (0.012) ;  (0.012) ; 61791 (0.011) ; 63772 (0.011) ; 31236 (0.010) ; 15047 (0.008) ; 66342 (0.008) ; 
0.1837995697051113   T=6,K=1:  45996 (0.036) ;  (0.020) ; 31607 (0.019) ; 84234 (0.014) ; 61791 (0.012) ; 116416 (0.010) ; 22100 (0.010) ; 83669 (0.009) ; 104698 (0.009) ; 15047 (0.008) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:  45996 (0.061) ; 84234 (0.039) ; 31236 (0.025) ; 61791 (0.024) ; 85306 (0.022) ; 31607 (0.020) ; 28592 (0.018) ; 63772 (0.017) ;  (0.009) ; 66494 (0.008) ; 

0.18043430051598092   T=0,K=2:   (0.060) ; 51148 (0.031) ; 100693 (0.019) ; 26447 (0.018) ; 61791 (0.016) ; 90504 (0.015) ; 63845 (0.015) ; 114624 (0.015) ; 63772 (0.013) ; 1083 (0.010) ; 
0.0928629258445038   T=1,K=2:   (0.077) ; 51148 (0.049) ; 100693 (0.018) ; 63845 (0.017) ; 51849 (0.016) ; 61791 (0.016) ; 26447 (0.014) ; 85306 (0.013) ; 1083 (0.012) ; 63772 (0.011) ; 
0.101191565505236   T=2,K=2:   (0.080) ; 51148 (0.046) ; 63845 (0.025) ; 1083 (0.022) ; 100693 (0.019) ; 61791 (0.016) ; 26447 (0.012) ; 85306 (0.011) ; 63772 (0.009) ; 24666 (0.008) ; 
0.1108553377933568   T=3,K=2:   (0.063) ; 51148 (0.024) ; 63845 (0.018) ; 63772 (0.015) ; 100693 (0.011) ; 61791 (0.011) ; 24666 (0.010) ; 51849 (0.010) ; 26447 (0.010) ; 90504 (0.009) ; 
0.11590748994158293   T=4,K=2:   (0.028) ; 51148 (0.016) ; 45996 (0.014) ; 63772 (0.013) ; 51849 (0.010) ; 114753 (0.010) ; 6174 (0.009) ; 65565 (0.009) ; 26447 (0.009) ; 61791 (0.008) ; 
0.10596704692749806   T=5,K=2:  63772 (0.023) ;  (0.019) ; 51148 (0.014) ; 114753 (0.013) ; 26447 (0.012) ; 51849 (0.010) ; 61791 (0.010) ; 45996 (0.009) ; 6174 (0.008) ; 65565 (0.008) ; 
0.07438406093409691   T=6,K=2:  51148 (0.020) ; 63772 (0.019) ;  (0.014) ; 45996 (0.013) ; 26447 (0.012) ; 90504 (0.010) ; 51849 (0.009) ; 65565 (0.008) ; 6174 (0.007) ; 114753 (0.007) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:   (0.049) ; 51148 (0.029) ; 63772 (0.015) ; 63845 (0.013) ; 26447 (0.012) ; 100693 (0.012) ; 61791 (0.012) ; 51849 (0.010) ; 1083 (0.010) ; 90504 (0.010) ; 

0.036920410554953854   T=0,K=3:  51148 (0.185) ;  (0.023) ; 26886 (0.014) ; 31607 (0.013) ; 24847 (0.011) ; 63772 (0.007) ; 57881 (0.007) ; 1211 (0.006) ; 1098 (0.005) ; 16051 (0.005) ; 
0.08438309588437919   T=1,K=3:  51148 (0.131) ;  (0.021) ; 24847 (0.021) ; 31607 (0.016) ; 26886 (0.014) ; 63772 (0.007) ; 16051 (0.006) ; 45996 (0.006) ; 1098 (0.006) ; 23129 (0.006) ; 
0.09875550681509493   T=2,K=3:  51148 (0.160) ; 24847 (0.024) ; 31607 (0.023) ;  (0.020) ; 45996 (0.009) ; 23129 (0.008) ; 26886 (0.008) ; 63772 (0.006) ; 31236 (0.006) ; 1211 (0.005) ; 
0.07677286319640583   T=3,K=3:  51148 (0.047) ;  (0.027) ; 31607 (0.020) ; 24847 (0.015) ; 31236 (0.009) ; 45996 (0.009) ; 26886 (0.008) ; 1083 (0.007) ; 63772 (0.007) ; 16051 (0.006) ; 
0.10016925019052987   T=4,K=3:  51148 (0.027) ;  (0.022) ; 45996 (0.011) ; 31607 (0.009) ; 63772 (0.008) ; 26886 (0.008) ; 31236 (0.007) ; 67260 (0.007) ; 1083 (0.006) ; 57881 (0.006) ; 
0.0934746244282432   T=5,K=3:  51148 (0.021) ;  (0.014) ; 31607 (0.009) ; 45996 (0.009) ; 31236 (0.009) ; 1083 (0.008) ; 73672 (0.007) ; 67260 (0.006) ; 26886 (0.006) ; 57881 (0.006) ; 
0.07533621957910669   T=6,K=3:  51148 (0.016) ; 45996 (0.012) ;  (0.010) ; 73672 (0.007) ; 24847 (0.007) ; 37210 (0.007) ; 31236 (0.007) ; 1083 (0.007) ; 26886 (0.007) ; 44552 (0.006) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:  51148 (0.084) ;  (0.020) ; 31607 (0.014) ; 24847 (0.013) ; 26886 (0.009) ; 45996 (0.009) ; 31236 (0.007) ; 63772 (0.006) ; 1083 (0.006) ; 23129 (0.006) ; 

0.05662075987006262   T=0,K=4:  51148 (0.079) ; 45996 (0.062) ; 58429 (0.042) ; 60646 (0.021) ; 84234 (0.014) ; 51849 (0.009) ;  (0.008) ; 62204 (0.007) ; 26886 (0.006) ; 23129 (0.006) ; 
0.06725160609711618   T=1,K=4:  45996 (0.101) ; 51148 (0.062) ; 58429 (0.030) ; 60646 (0.019) ; 84234 (0.013) ; 23129 (0.009) ; 66494 (0.009) ; 62204 (0.007) ; 51849 (0.007) ;  (0.006) ; 
0.10637751399838599   T=2,K=4:  45996 (0.076) ; 51148 (0.064) ; 58429 (0.054) ; 60646 (0.026) ; 84234 (0.008) ; 62204 (0.006) ; 23129 (0.006) ;  (0.006) ; 114753 (0.006) ; 66494 (0.005) ; 
0.09881065107399231   T=3,K=4:  45996 (0.044) ; 58429 (0.033) ; 51148 (0.030) ; 60646 (0.015) ;  (0.011) ; 85306 (0.008) ; 66494 (0.006) ; 26886 (0.006) ; 84234 (0.006) ; 30866 (0.006) ; 
0.10008042749420654   T=4,K=4:  45996 (0.029) ; 51148 (0.018) ; 58429 (0.016) ;  (0.012) ; 85306 (0.008) ; 68641 (0.008) ; 15345 (0.007) ; 62204 (0.007) ; 60646 (0.007) ; 66494 (0.006) ; 
0.12344346737487714   T=5,K=4:  45996 (0.019) ; 51148 (0.013) ;  (0.013) ; 85306 (0.012) ; 62204 (0.011) ; 68641 (0.008) ; 58429 (0.007) ; 30866 (0.007) ; 81343 (0.006) ; 66494 (0.006) ; 
0.08054633655438376   T=6,K=4:  45996 (0.021) ; 51148 (0.021) ;  (0.019) ; 30866 (0.011) ; 68641 (0.010) ; 85306 (0.010) ; 60646 (0.008) ; 15345 (0.008) ; 62204 (0.007) ; 81343 (0.007) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=4:  45996 (0.050) ; 51148 (0.041) ; 58429 (0.027) ; 60646 (0.015) ;  (0.011) ; 84234 (0.008) ; 62204 (0.007) ; 66494 (0.006) ; 85306 (0.006) ; 30866 (0.006) ; 

0.07188994692686748   T=0,K=5:   (0.024) ; 11583 (0.023) ; 31236 (0.016) ; 26447 (0.010) ; 45996 (0.009) ; 33426 (0.009) ; 9070 (0.008) ; 4845 (0.008) ; 8665 (0.007) ; 81343 (0.007) ; 
0.061537473213092365   T=1,K=5:   (0.028) ; 4845 (0.017) ; 31236 (0.016) ; 11583 (0.015) ; 26447 (0.013) ; 9070 (0.009) ; 45996 (0.009) ; 81343 (0.009) ; 8665 (0.009) ; 73672 (0.009) ; 
0.09789104570411375   T=2,K=5:   (0.027) ; 11583 (0.020) ; 31236 (0.018) ; 4845 (0.011) ; 26447 (0.011) ; 45996 (0.009) ; 9070 (0.008) ; 73672 (0.008) ; 64866 (0.008) ; 23726 (0.007) ; 
0.07575381308509213   T=3,K=5:   (0.025) ; 31236 (0.017) ; 11583 (0.016) ; 73672 (0.010) ; 26447 (0.010) ; 64866 (0.008) ; 4845 (0.008) ; 45996 (0.007) ; 33426 (0.007) ; 52571 (0.007) ; 
0.10086912462178545   T=4,K=5:   (0.021) ; 31236 (0.016) ; 45996 (0.013) ; 73672 (0.013) ; 11583 (0.010) ; 26447 (0.009) ; 84234 (0.009) ; 33426 (0.009) ; 64866 (0.007) ; 52571 (0.007) ; 
0.1012699981928594   T=5,K=5:   (0.023) ; 31236 (0.020) ; 73672 (0.017) ; 45996 (0.013) ; 8665 (0.012) ; 11583 (0.011) ; 52571 (0.011) ; 23726 (0.009) ; 84234 (0.009) ; 62204 (0.008) ; 
